#StartDevice,StartPort,EndDevice,EndPort,LinkType
DSM091060811019,DSM091060811019 ibp21s0f0,DSM09-0101-0608-05IB0,Port 10, Data
DSM091060811053,DSM091060811053 ibp21s0f0,DSM09-0101-0608-05IB0,Port 11, Data
DSM091060811037,DSM091060811037 ibp21s0f0,DSM09-0101-0608-05IB0,Port 12, Data
DSM091060812003,DSM091060812003 ibp21s0f0,DSM09-0101-0608-05IB0,Port 13, Data
DSM091060812019,DSM091060812019 ibp21s0f0,DSM09-0101-0608-05IB0,Port 14, Data
DSM091061301003,DSM091061301003 ibp21s0f0,DSM09-0101-0614-01IB0,Port 1, Data
DSM091061301019,DSM091061301019 ibp21s0f0,DSM09-0101-0614-01IB0,Port 2, Data
DSM091061301037,DSM091061301037 ibp21s0f0,DSM09-0101-0614-01IB0,Port 4, Data
DSM091061302003,DSM091061302003 ibp21s0f0,DSM09-0101-0614-01IB0,Port 5, Data
DSM091061302019,DSM091061302019 ibp21s0f0,DSM09-0101-0614-01IB0,Port 6, Data
DSM091061302053,DSM091061302053 ibp21s0f0,DSM09-0101-0614-01IB0,Port 7, Data
DSM091061302037,DSM091061302037 ibp21s0f0,DSM09-0101-0614-01IB0,Port 8, Data
DSM091061303003,DSM091061303003 ibp21s0f0,DSM09-0101-0614-01IB0,Port 9, Data
DSM091061303019,DSM091061303019 ibp21s0f0,DSM09-0101-0614-01IB0,Port 10, Data
DSM091061303053,DSM091061303053 ibp21s0f0,DSM09-0101-0614-01IB0,Port 11, Data
DSM091061303037,DSM091061303037 ibp21s0f0,DSM09-0101-0614-01IB0,Port 12, Data
DSM091061304003,DSM091061304003 ibp21s0f0,DSM09-0101-0614-01IB0,Port 13, Data
DSM091061304019,DSM091061304019 ibp21s0f0,DSM09-0101-0614-01IB0,Port 14, Data
DSM091061304053,DSM091061304053 ibp21s0f0,DSM09-0101-0614-01IB0,Port 15, Data
DSM091061304037,DSM091061304037 ibp21s0f0,DSM09-0101-0614-01IB0,Port 16, Data
DSM091061305003,DSM091061305003 ibp21s0f0,DSM09-0101-0614-01IB0,Port 17, Data
DSM091061305019,DSM091061305019 ibp21s0f0,DSM09-0101-0614-01IB0,Port 18, Data
DSM091061305053,DSM091061305053 ibp21s0f0,DSM09-0101-0614-01IB0,Port 19, Data
DSM091061306019,DSM091061306019 ibp21s0f0,DSM09-0101-0614-02IB0,Port 2, Data
DSM091061306037,DSM091061306037 ibp21s0f0,DSM09-0101-0614-02IB0,Port 4, Data
DSM091061307003,DSM091061307003 ibp21s0f0,DSM09-0101-0614-02IB0,Port 5, Data
DSM091061307019,DSM091061307019 ibp21s0f0,DSM09-0101-0614-02IB0,Port 6, Data
DSM091061307053,DSM091061307053 ibp21s0f0,DSM09-0101-0614-02IB0,Port 7, Data
DSM091061307037,DSM091061307037 ibp21s0f0,DSM09-0101-0614-02IB0,Port 8, Data
DSM091061308003,DSM091061308003 ibp21s0f0,DSM09-0101-0614-02IB0,Port 9, Data
DSM091061308019,DSM091061308019 ibp21s0f0,DSM09-0101-0614-02IB0,Port 10, Data
DSM091061308053,DSM091061308053 ibp21s0f0,DSM09-0101-0614-02IB0,Port 11, Data
DSM091061309003,DSM091061309003 ibp21s0f0,DSM09-0101-0614-02IB0,Port 13, Data
DSM091061309019,DSM091061309019 ibp21s0f0,DSM09-0101-0614-02IB0,Port 14, Data
DSM091061309053,DSM091061309053 ibp21s0f0,DSM09-0101-0614-02IB0,Port 15, Data
DSM091061309037,DSM091061309037 ibp21s0f0,DSM09-0101-0614-02IB0,Port 16, Data
DSM091061310003,DSM091061310003 ibp21s0f0,DSM09-0101-0614-02IB0,Port 17, Data
DSM091061310019,DSM091061310019 ibp21s0f0,DSM09-0101-0614-02IB0,Port 18, Data
DSM091061310053,DSM091061310053 ibp21s0f0,DSM09-0101-0614-02IB0,Port 19, Data
DSM091061310037,DSM091061310037 ibp21s0f0,DSM09-0101-0614-02IB0,Port 20, Data
DSM091061311003,DSM091061311003 ibp21s0f0,DSM09-0101-0614-03IB0,Port 1, Data
DSM091061311019,DSM091061311019 ibp21s0f0,DSM09-0101-0614-03IB0,Port 2, Data
DSM091061311053,DSM091061311053 ibp21s0f0,DSM09-0101-0614-03IB0,Port 3, Data
DSM091061311037,DSM091061311037 ibp21s0f0,DSM09-0101-0614-03IB0,Port 4, Data
DSM091061312019,DSM091061312019 ibp21s0f0,DSM09-0101-0614-03IB0,Port 6, Data
DSM091061312053,DSM091061312053 ibp21s0f0,DSM09-0101-0614-03IB0,Port 7, Data
DSM091061312037,DSM091061312037 ibp21s0f0,DSM09-0101-0614-03IB0,Port 8, Data
DSM091061401019,DSM091061401019 ibp21s0f0,DSM09-0101-0614-03IB0,Port 10, Data
DSM091061401053,DSM091061401053 ibp21s0f0,DSM09-0101-0614-03IB0,Port 11, Data
DSM091061401037,DSM091061401037 ibp21s0f0,DSM09-0101-0614-03IB0,Port 12, Data
DSM091061402003,DSM091061402003 ibp21s0f0,DSM09-0101-0614-03IB0,Port 13, Data
DSM091061402053,DSM091061402053 ibp21s0f0,DSM09-0101-0614-03IB0,Port 15, Data
DSM091061402037,DSM091061402037 ibp21s0f0,DSM09-0101-0614-03IB0,Port 16, Data
DSM091061403003,DSM091061403003 ibp21s0f0,DSM09-0101-0614-03IB0,Port 17, Data
DSM091061403053,DSM091061403053 ibp21s0f0,DSM09-0101-0614-03IB0,Port 19, Data
DSM091061404019,DSM091061404019 ibp21s0f0,DSM09-0101-0614-04IB0,Port 2, Data
DSM091061404053,DSM091061404053 ibp21s0f0,DSM09-0101-0614-04IB0,Port 3, Data
DSM091061404037,DSM091061404037 ibp21s0f0,DSM09-0101-0614-04IB0,Port 4, Data
DSM091061405003,DSM091061405003 ibp21s0f0,DSM09-0101-0614-04IB0,Port 5, Data
DSM091061405053,DSM091061405053 ibp21s0f0,DSM09-0101-0614-04IB0,Port 7, Data
DSM091061405037,DSM091061405037 ibp21s0f0,DSM09-0101-0614-04IB0,Port 8, Data
DSM091061406003,DSM091061406003 ibp21s0f0,DSM09-0101-0614-04IB0,Port 9, Data
DSM091061406019,DSM091061406019 ibp21s0f0,DSM09-0101-0614-04IB0,Port 10, Data
DSM091061406037,DSM091061406037 ibp21s0f0,DSM09-0101-0614-04IB0,Port 12, Data
DSM091061407003,DSM091061407003 ibp21s0f0,DSM09-0101-0614-04IB0,Port 13, Data
DSM091061407019,DSM091061407019 ibp21s0f0,DSM09-0101-0614-04IB0,Port 14, Data
DSM091061407053,DSM091061407053 ibp21s0f0,DSM09-0101-0614-04IB0,Port 15, Data
DSM091061407037,DSM091061407037 ibp21s0f0,DSM09-0101-0614-04IB0,Port 16, Data
DSM091061408003,DSM091061408003 ibp21s0f0,DSM09-0101-0614-04IB0,Port 17, Data
DSM091061408019,DSM091061408019 ibp21s0f0,DSM09-0101-0614-04IB0,Port 18, Data
DSM091061408053,DSM091061408053 ibp21s0f0,DSM09-0101-0614-04IB0,Port 19, Data
DSM091061408037,DSM091061408037 ibp21s0f0,DSM09-0101-0614-04IB0,Port 20, Data
DSM091061409003,DSM091061409003 ibp21s0f0,DSM09-0101-0614-05IB0,Port 1, Data
DSM091061409053,DSM091061409053 ibp21s0f0,DSM09-0101-0614-05IB0,Port 3, Data
DSM091061409037,DSM091061409037 ibp21s0f0,DSM09-0101-0614-05IB0,Port 4, Data
DSM091061410003,DSM091061410003 ibp21s0f0,DSM09-0101-0614-05IB0,Port 5, Data
DSM091061410019,DSM091061410019 ibp21s0f0,DSM09-0101-0614-05IB0,Port 6, Data
DSM091061410053,DSM091061410053 ibp21s0f0,DSM09-0101-0614-05IB0,Port 7, Data
DSM091061410037,DSM091061410037 ibp21s0f0,DSM09-0101-0614-05IB0,Port 8, Data
DSM091061411003,DSM091061411003 ibp21s0f0,DSM09-0101-0614-05IB0,Port 9, Data
DSM091061411053,DSM091061411053 ibp21s0f0,DSM09-0101-0614-05IB0,Port 11, Data
DSM091061411037,DSM091061411037 ibp21s0f0,DSM09-0101-0614-05IB0,Port 12, Data
DSM091061412019,DSM091061412019 ibp21s0f0,DSM09-0101-0614-05IB0,Port 14, Data
DSM091061412053,DSM091061412053 ibp21s0f0,DSM09-0101-0614-05IB0,Port 15, Data
DSM091061412037,DSM091061412037 ibp21s0f0,DSM09-0101-0614-05IB0,Port 16, Data
DSM091061501003,DSM091061501003 ibp21s0f0,DSM09-0101-0616-01IB0,Port 1, Data
DSM091061501019,DSM091061501019 ibp21s0f0,DSM09-0101-0616-01IB0,Port 2, Data
DSM091061501053,DSM091061501053 ibp21s0f0,DSM09-0101-0616-01IB0,Port 3, Data
DSM091061501037,DSM091061501037 ibp21s0f0,DSM09-0101-0616-01IB0,Port 4, Data
DSM091061502019,DSM091061502019 ibp21s0f0,DSM09-0101-0616-01IB0,Port 6, Data
DSM091061502053,DSM091061502053 ibp21s0f0,DSM09-0101-0616-01IB0,Port 7, Data
DSM091061502037,DSM091061502037 ibp21s0f0,DSM09-0101-0616-01IB0,Port 8, Data
DSM091061503003,DSM091061503003 ibp21s0f0,DSM09-0101-0616-01IB0,Port 9, Data
DSM091061503019,DSM091061503019 ibp21s0f0,DSM09-0101-0616-01IB0,Port 10, Data
DSM091061503053,DSM091061503053 ibp21s0f0,DSM09-0101-0616-01IB0,Port 11, Data
DSM091061504003,DSM091061504003 ibp21s0f0,DSM09-0101-0616-01IB0,Port 13, Data
DSM091061504019,DSM091061504019 ibp21s0f0,DSM09-0101-0616-01IB0,Port 14, Data
DSM091061504053,DSM091061504053 ibp21s0f0,DSM09-0101-0616-01IB0,Port 15, Data
DSM091061504037,DSM091061504037 ibp21s0f0,DSM09-0101-0616-01IB0,Port 16, Data
DSM091061505003,DSM091061505003 ibp21s0f0,DSM09-0101-0616-01IB0,Port 17, Data
DSM091061505019,DSM091061505019 ibp21s0f0,DSM09-0101-0616-01IB0,Port 18, Data
DSM091061505053,DSM091061505053 ibp21s0f0,DSM09-0101-0616-01IB0,Port 19, Data
DSM091061505037,DSM091061505037 ibp21s0f0,DSM09-0101-0616-01IB0,Port 20, Data
DSM091061506003,DSM091061506003 ibp21s0f0,DSM09-0101-0616-02IB0,Port 1, Data
DSM091061506019,DSM091061506019 ibp21s0f0,DSM09-0101-0616-02IB0,Port 2, Data
DSM091061506053,DSM091061506053 ibp21s0f0,DSM09-0101-0616-02IB0,Port 3, Data
DSM091061506037,DSM091061506037 ibp21s0f0,DSM09-0101-0616-02IB0,Port 4, Data
DSM091061507003,DSM091061507003 ibp21s0f0,DSM09-0101-0616-02IB0,Port 5, Data
DSM091061507019,DSM091061507019 ibp21s0f0,DSM09-0101-0616-02IB0,Port 6, Data
DSM091061507053,DSM091061507053 ibp21s0f0,DSM09-0101-0616-02IB0,Port 7, Data
DSM091061507037,DSM091061507037 ibp21s0f0,DSM09-0101-0616-02IB0,Port 8, Data
DSM091061508003,DSM091061508003 ibp21s0f0,DSM09-0101-0616-02IB0,Port 9, Data
DSM091061508019,DSM091061508019 ibp21s0f0,DSM09-0101-0616-02IB0,Port 10, Data
DSM091061508053,DSM091061508053 ibp21s0f0,DSM09-0101-0616-02IB0,Port 11, Data
DSM091061508037,DSM091061508037 ibp21s0f0,DSM09-0101-0616-02IB0,Port 12, Data
DSM091061509003,DSM091061509003 ibp21s0f0,DSM09-0101-0616-02IB0,Port 13, Data
DSM091061509019,DSM091061509019 ibp21s0f0,DSM09-0101-0616-02IB0,Port 14, Data
DSM091061509053,DSM091061509053 ibp21s0f0,DSM09-0101-0616-02IB0,Port 15, Data
DSM091061510003,DSM091061510003 ibp21s0f0,DSM09-0101-0616-02IB0,Port 17, Data
DSM091061510019,DSM091061510019 ibp21s0f0,DSM09-0101-0616-02IB0,Port 18, Data
DSM091061510053,DSM091061510053 ibp21s0f0,DSM09-0101-0616-02IB0,Port 19, Data
DSM091061511003,DSM091061511003 ibp21s0f0,DSM09-0101-0616-03IB0,Port 1, Data
DSM091061511019,DSM091061511019 ibp21s0f0,DSM09-0101-0616-03IB0,Port 2, Data
DSM091061511053,DSM091061511053 ibp21s0f0,DSM09-0101-0616-03IB0,Port 3, Data
DSM091061511037,DSM091061511037 ibp21s0f0,DSM09-0101-0616-03IB0,Port 4, Data
DSM091061512003,DSM091061512003 ibp21s0f0,DSM09-0101-0616-03IB0,Port 5, Data
DSM091061512053,DSM091061512053 ibp21s0f0,DSM09-0101-0616-03IB0,Port 7, Data
DSM091061512037,DSM091061512037 ibp21s0f0,DSM09-0101-0616-03IB0,Port 8, Data
DSM091061601003,DSM091061601003 ibp21s0f0,DSM09-0101-0616-03IB0,Port 9, Data
DSM091061601019,DSM091061601019 ibp21s0f0,DSM09-0101-0616-03IB0,Port 10, Data
DSM091061601037,DSM091061601037 ibp21s0f0,DSM09-0101-0616-03IB0,Port 12, Data
DSM091061602003,DSM091061602003 ibp21s0f0,DSM09-0101-0616-03IB0,Port 13, Data
DSM091061602053,DSM091061602053 ibp21s0f0,DSM09-0101-0616-03IB0,Port 15, Data
DSM091061602037,DSM091061602037 ibp21s0f0,DSM09-0101-0616-03IB0,Port 16, Data
DSM091061603003,DSM091061603003 ibp21s0f0,DSM09-0101-0616-03IB0,Port 17, Data
DSM091061603019,DSM091061603019 ibp21s0f0,DSM09-0101-0616-03IB0,Port 18, Data
DSM091061603053,DSM091061603053 ibp21s0f0,DSM09-0101-0616-03IB0,Port 19, Data
DSM091061603037,DSM091061603037 ibp21s0f0,DSM09-0101-0616-03IB0,Port 20, Data
DSM091061604003,DSM091061604003 ibp21s0f0,DSM09-0101-0616-04IB0,Port 1, Data
DSM091061604019,DSM091061604019 ibp21s0f0,DSM09-0101-0616-04IB0,Port 2, Data
DSM091061604053,DSM091061604053 ibp21s0f0,DSM09-0101-0616-04IB0,Port 3, Data
DSM091061604037,DSM091061604037 ibp21s0f0,DSM09-0101-0616-04IB0,Port 4, Data
DSM091061605003,DSM091061605003 ibp21s0f0,DSM09-0101-0616-04IB0,Port 5, Data
DSM091061605053,DSM091061605053 ibp21s0f0,DSM09-0101-0616-04IB0,Port 7, Data
DSM091061606003,DSM091061606003 ibp21s0f0,DSM09-0101-0616-04IB0,Port 9, Data
DSM091061606019,DSM091061606019 ibp21s0f0,DSM09-0101-0616-04IB0,Port 10, Data
DSM091061606053,DSM091061606053 ibp21s0f0,DSM09-0101-0616-04IB0,Port 11, Data
DSM091061606037,DSM091061606037 ibp21s0f0,DSM09-0101-0616-04IB0,Port 12, Data
DSM091061607019,DSM091061607019 ibp21s0f0,DSM09-0101-0616-04IB0,Port 14, Data
DSM091061607053,DSM091061607053 ibp21s0f0,DSM09-0101-0616-04IB0,Port 15, Data
DSM091061607037,DSM091061607037 ibp21s0f0,DSM09-0101-0616-04IB0,Port 16, Data
DSM091061608003,DSM091061608003 ibp21s0f0,DSM09-0101-0616-04IB0,Port 17, Data
DSM091061608019,DSM091061608019 ibp21s0f0,DSM09-0101-0616-04IB0,Port 18, Data
DSM091061608053,DSM091061608053 ibp21s0f0,DSM09-0101-0616-04IB0,Port 19, Data
DSM091061608037,DSM091061608037 ibp21s0f0,DSM09-0101-0616-04IB0,Port 20, Data
DSM091061609003,DSM091061609003 ibp21s0f0,DSM09-0101-0616-05IB0,Port 1, Data
DSM091061609019,DSM091061609019 ibp21s0f0,DSM09-0101-0616-05IB0,Port 2, Data
DSM091061609053,DSM091061609053 ibp21s0f0,DSM09-0101-0616-05IB0,Port 3, Data
DSM091061609037,DSM091061609037 ibp21s0f0,DSM09-0101-0616-05IB0,Port 4, Data
DSM091061610003,DSM091061610003 ibp21s0f0,DSM09-0101-0616-05IB0,Port 5, Data
DSM091061610019,DSM091061610019 ibp21s0f0,DSM09-0101-0616-05IB0,Port 6, Data
DSM091061610053,DSM091061610053 ibp21s0f0,DSM09-0101-0616-05IB0,Port 7, Data
DSM091061610037,DSM091061610037 ibp21s0f0,DSM09-0101-0616-05IB0,Port 8, Data
DSM091061611003,DSM091061611003 ibp21s0f0,DSM09-0101-0616-05IB0,Port 9, Data
DSM091061612003,DSM091061612003 ibp21s0f0,DSM09-0101-0616-05IB0,Port 13, Data
DSM091061612019,DSM091061612019 ibp21s0f0,DSM09-0101-0616-05IB0,Port 14, Data
DSM091061612053,DSM091061612053 ibp21s0f0,DSM09-0101-0616-05IB0,Port 15, Data
DSM091061612037,DSM091061612037 ibp21s0f0,DSM09-0101-0616-05IB0,Port 16, Data
DSM091060501019,DSM091060501019 ibp75s0f0,DSM09-0101-0605-06IB0,Port 2, Data
DSM091060501053,DSM091060501053 ibp75s0f0,DSM09-0101-0605-06IB0,Port 3, Data
DSM091060501037,DSM091060501037 ibp75s0f0,DSM09-0101-0605-06IB0,Port 4, Data
DSM091060502003,DSM091060502003 ibp85s0f0,DSM09-0101-0605-06IB0,Port 5, Data
DSM091060502019,DSM091060502019 ibp75s0f0,DSM09-0101-0605-06IB0,Port 6, Data
DSM091060502053,DSM091060502053 ibp75s0f0,DSM09-0101-0605-06IB0,Port 7, Data
DSM091060502037,DSM091060502037 ibp75s0f0,DSM09-0101-0605-06IB0,Port 8, Data
DSM091060503003,DSM091060503003 ibp75s0f0,DSM09-0101-0605-06IB0,Port 9, Data
DSM091060503053,DSM091060503053 ibp75s0f0,DSM09-0101-0605-06IB0,Port 11, Data
DSM091060503037,DSM091060503037 ibp75s0f0,DSM09-0101-0605-06IB0,Port 12, Data
DSM091060504003,DSM091060504003 ibp75s0f0,DSM09-0101-0605-06IB0,Port 13, Data
DSM091060504019,DSM091060504019 ibp75s0f0,DSM09-0101-0605-06IB0,Port 14, Data
DSM091060504053,DSM091060504053 ibp75s0f0,DSM09-0101-0605-06IB0,Port 15, Data
DSM091060504037,DSM091060504037 ibp75s0f0,DSM09-0101-0605-06IB0,Port 16, Data
DSM091060505003,DSM091060505003 ibp75s0f0,DSM09-0101-0605-06IB0,Port 17, Data
DSM091060505019,DSM091060505019 ibp75s0f0,DSM09-0101-0605-06IB0,Port 18, Data
DSM091060505053,DSM091060505053 ibp75s0f0,DSM09-0101-0605-06IB0,Port 19, Data
DSM091060505037,DSM091060505037 ibp75s0f0,DSM09-0101-0605-06IB0,Port 20, Data
DSM091060506003,DSM091060506003 ibp75s0f0,DSM09-0101-0605-07IB0,Port 1, Data
DSM091060506019,DSM091060506019 ibp75s0f0,DSM09-0101-0605-07IB0,Port 2, Data
DSM091060506053,DSM091060506053 ibp75s0f0,DSM09-0101-0605-07IB0,Port 3, Data
DSM091060506037,DSM091060506037 ibp75s0f0,DSM09-0101-0605-07IB0,Port 4, Data
DSM091060507003,DSM091060507003 ibp75s0f0,DSM09-0101-0605-07IB0,Port 5, Data
DSM091060507019,DSM091060507019 ibp75s0f0,DSM09-0101-0605-07IB0,Port 6, Data
DSM091060507053,DSM091060507053 ibp75s0f0,DSM09-0101-0605-07IB0,Port 7, Data
DSM091060508019,DSM091060508019 ibp75s0f0,DSM09-0101-0605-07IB0,Port 10, Data
DSM091060508037,DSM091060508037 ibp75s0f0,DSM09-0101-0605-07IB0,Port 12, Data
DSM091060509003,DSM091060509003 ibp75s0f0,DSM09-0101-0605-07IB0,Port 13, Data
DSM091060509053,DSM091060509053 ibp75s0f0,DSM09-0101-0605-07IB0,Port 15, Data
DSM091060510003,DSM091060510003 ibp75s0f0,DSM09-0101-0605-07IB0,Port 17, Data
DSM091060510019,DSM091060510019 ibp75s0f0,DSM09-0101-0605-07IB0,Port 18, Data
DSM091060510053,DSM091060510053 ibp75s0f0,DSM09-0101-0605-07IB0,Port 19, Data
DSM091060511003,DSM091060511003 ibp75s0f0,DSM09-0101-0605-08IB0,Port 1, Data
DSM091060511019,DSM091060511019 ibp75s0f0,DSM09-0101-0605-08IB0,Port 2, Data
DSM091060511037,DSM091060511037 ibp75s0f0,DSM09-0101-0605-08IB0,Port 4, Data
DSM091060512003,DSM091060512003 ibp75s0f0,DSM09-0101-0605-08IB0,Port 5, Data
DSM091060512019,DSM091060512019 ibp75s0f0,DSM09-0101-0605-08IB0,Port 6, Data
DSM091060512053,DSM091060512053 ibp75s0f0,DSM09-0101-0605-08IB0,Port 7, Data
DSM091060512037,DSM091060512037 ibp75s0f0,DSM09-0101-0605-08IB0,Port 8, Data
DSM091060601003,DSM091060601003 ibp75s0f0,DSM09-0101-0605-08IB0,Port 9, Data
DSM091060601019,DSM091060601019 ibp75s0f0,DSM09-0101-0605-08IB0,Port 10, Data
DSM091060601037,DSM091060601037 ibp75s0f0,DSM09-0101-0605-08IB0,Port 12, Data
DSM091060602003,DSM091060602003 ibp75s0f0,DSM09-0101-0605-08IB0,Port 13, Data
DSM091060602019,DSM091060602019 ibp75s0f0,DSM09-0101-0605-08IB0,Port 14, Data
DSM091060602053,DSM091060602053 ibp75s0f0,DSM09-0101-0605-08IB0,Port 15, Data
DSM091060602037,DSM091060602037 ibp75s0f0,DSM09-0101-0605-08IB0,Port 16, Data
DSM091060603003,DSM091060603003 ibp75s0f0,DSM09-0101-0605-08IB0,Port 17, Data
DSM091060603019,DSM091060603019 ibp75s0f0,DSM09-0101-0605-08IB0,Port 18, Data
DSM091060603053,DSM091060603053 ibp75s0f0,DSM09-0101-0605-08IB0,Port 19, Data
DSM091060603037,DSM091060603037 ibp75s0f0,DSM09-0101-0605-08IB0,Port 20, Data
DSM091060604003,DSM091060604003 ibp75s0f0,DSM09-0101-0605-09IB0,Port 1, Data
DSM091060604019,DSM091060604019 ibp75s0f0,DSM09-0101-0605-09IB0,Port 2, Data
DSM091060604053,DSM091060604053 ibp75s0f0,DSM09-0101-0605-09IB0,Port 3, Data
DSM091060604037,DSM091060604037 ibp75s0f0,DSM09-0101-0605-09IB0,Port 4, Data
DSM091060605003,DSM091060605003 ibp75s0f0,DSM09-0101-0605-09IB0,Port 5, Data
DSM091060605019,DSM091060605019 ibp75s0f0,DSM09-0101-0605-09IB0,Port 6, Data
DSM091060605053,DSM091060605053 ibp75s0f0,DSM09-0101-0605-09IB0,Port 7, Data
DSM091060606019,DSM091060606019 ibp75s0f0,DSM09-0101-0605-09IB0,Port 10, Data
DSM091060606053,DSM091060606053 ibp75s0f0,DSM09-0101-0605-09IB0,Port 11, Data
DSM091060607019,DSM091060607019 ibp75s0f0,DSM09-0101-0605-09IB0,Port 14, Data
DSM091060607053,DSM091060607053 ibp75s0f0,DSM09-0101-0605-09IB0,Port 15, Data
DSM091060607037,DSM091060607037 ibp75s0f0,DSM09-0101-0605-09IB0,Port 16, Data
DSM091060608003,DSM091060608003 ibp75s0f0,DSM09-0101-0605-09IB0,Port 17, Data
DSM091060608019,DSM091060608019 ibp75s0f0,DSM09-0101-0605-09IB0,Port 18, Data
DSM091060608053,DSM091060608053 ibp75s0f0,DSM09-0101-0605-09IB0,Port 19, Data
DSM091060608037,DSM091060608037 ibp75s0f0,DSM09-0101-0605-09IB0,Port 20, Data
DSM091060609003,DSM091060609003 ibp75s0f0,DSM09-0101-0605-10IB0,Port 1, Data
DSM091060609019,DSM091060609019 ibp75s0f0,DSM09-0101-0605-10IB0,Port 2, Data
DSM091060609053,DSM091060609053 ibp75s0f0,DSM09-0101-0605-10IB0,Port 3, Data
DSM091060609037,DSM091060609037 ibp75s0f0,DSM09-0101-0605-10IB0,Port 4, Data
DSM091060610003,DSM091060610003 ibp75s0f0,DSM09-0101-0605-10IB0,Port 5, Data
DSM091060610019,DSM091060610019 ibp75s0f0,DSM09-0101-0605-10IB0,Port 6, Data
DSM091060610053,DSM091060610053 ibp75s0f0,DSM09-0101-0605-10IB0,Port 7, Data
DSM091060610037,DSM091060610037 ibp75s0f0,DSM09-0101-0605-10IB0,Port 8, Data
DSM091060611003,DSM091060611003 ibp75s0f0,DSM09-0101-0605-10IB0,Port 9, Data
DSM091060611053,DSM091060611053 ibp75s0f0,DSM09-0101-0605-10IB0,Port 11, Data
DSM091060611037,DSM091060611037 ibp75s0f0,DSM09-0101-0605-10IB0,Port 12, Data
DSM091060612019,DSM091060612019 ibp75s0f0,DSM09-0101-0605-10IB0,Port 14, Data
DSM091060612053,DSM091060612053 ibp75s0f0,DSM09-0101-0605-10IB0,Port 15, Data
DSM091060612037,DSM091060612037 ibp75s0f0,DSM09-0101-0605-10IB0,Port 16, Data
DSM091060702003,DSM091060702003 ibp75s0f0,DSM09-0101-0607-06IB0,Port 5, Data
DSM091060702053,DSM091060702053 ibp75s0f0,DSM09-0101-0607-06IB0,Port 7, Data
DSM091060702037,DSM091060702037 ibp75s0f0,DSM09-0101-0607-06IB0,Port 8, Data
DSM091060703003,DSM091060703003 ibp75s0f0,DSM09-0101-0607-06IB0,Port 9, Data
DSM091060703019,DSM091060703019 ibp75s0f0,DSM09-0101-0607-06IB0,Port 10, Data
DSM091060703053,DSM091060703053 ibp75s0f0,DSM09-0101-0607-06IB0,Port 11, Data
DSM091060703037,DSM091060703037 ibp75s0f0,DSM09-0101-0607-06IB0,Port 12, Data
DSM091060704003,DSM091060704003 ibp75s0f0,DSM09-0101-0607-06IB0,Port 13, Data
DSM091060704053,DSM091060704053 ibp75s0f0,DSM09-0101-0607-06IB0,Port 15, Data
DSM091060704037,DSM091060704037 ibp75s0f0,DSM09-0101-0607-06IB0,Port 16, Data
DSM091060705003,DSM091060705003 ibp75s0f0,DSM09-0101-0607-06IB0,Port 17, Data
DSM091060705019,DSM091060705019 ibp75s0f0,DSM09-0101-0607-06IB0,Port 18, Data
DSM091060705053,DSM091060705053 ibp75s0f0,DSM09-0101-0607-06IB0,Port 19, Data
DSM091060705037,DSM091060705037 ibp75s0f0,DSM09-0101-0607-06IB0,Port 20, Data
DSM091060706003,DSM091060706003 ibp75s0f0,DSM09-0101-0607-07IB0,Port 1, Data
DSM091060706053,DSM091060706053 ibp75s0f0,DSM09-0101-0607-07IB0,Port 3, Data
DSM091060706037,DSM091060706037 ibp75s0f0,DSM09-0101-0607-07IB0,Port 4, Data
DSM091060707003,DSM091060707003 ibp75s0f0,DSM09-0101-0607-07IB0,Port 5, Data
DSM091060707019,DSM091060707019 ibp75s0f0,DSM09-0101-0607-07IB0,Port 6, Data
DSM091060707053,DSM091060707053 ibp75s0f0,DSM09-0101-0607-07IB0,Port 7, Data
DSM091060708003,DSM091060708003 ibp75s0f0,DSM09-0101-0607-07IB0,Port 9, Data
DSM091060708019,DSM091060708019 ibp75s0f0,DSM09-0101-0607-07IB0,Port 10, Data
DSM091060708053,DSM091060708053 ibp75s0f0,DSM09-0101-0607-07IB0,Port 11, Data
DSM091060708037,DSM091060708037 ibp75s0f0,DSM09-0101-0607-07IB0,Port 12, Data
DSM091060709003,DSM091060709003 ibp75s0f0,DSM09-0101-0607-07IB0,Port 13, Data
DSM091060709019,DSM091060709019 ibp75s0f0,DSM09-0101-0607-07IB0,Port 14, Data
DSM091060710003,DSM091060710003 ibp75s0f0,DSM09-0101-0607-07IB0,Port 17, Data
DSM091060710019,DSM091060710019 ibp75s0f0,DSM09-0101-0607-07IB0,Port 18, Data
DSM091060710053,DSM091060710053 ibp75s0f0,DSM09-0101-0607-07IB0,Port 19, Data
DSM091060710037,DSM091060710037 ibp75s0f0,DSM09-0101-0607-07IB0,Port 20, Data
DSM091060711003,DSM091060711003 ibp75s0f0,DSM09-0101-0607-08IB0,Port 1, Data
DSM091060711019,DSM091060711019 ibp75s0f0,DSM09-0101-0607-08IB0,Port 2, Data
DSM091060711053,DSM091060711053 ibp75s0f0,DSM09-0101-0607-08IB0,Port 3, Data
DSM091060711037,DSM091060711037 ibp75s0f0,DSM09-0101-0607-08IB0,Port 4, Data
DSM091060712003,DSM091060712003 ibp75s0f0,DSM09-0101-0607-08IB0,Port 5, Data
DSM091060712019,DSM091060712019 ibp75s0f0,DSM09-0101-0607-08IB0,Port 6, Data
DSM091060712053,DSM091060712053 ibp75s0f0,DSM09-0101-0607-08IB0,Port 7, Data
